"voterid","civicduty","hawthorne","self","neighbors","control"
"V133756",0,1,0,0,0
"V012193",1,0,0,0,0
"V101204",0,0,0,0,1
"V133728",0,0,0,1,0
"V086144",0,0,0,1,0
"V094291",0,0,1,0,0
"V103919",1,0,0,0,0
"V089938",0,0,1,0,0
"V038873",0,0,1,0,0
"V036481",0,0,0,0,1
"V114316",0,0,1,0,0
"V004869",0,0,0,1,0
"V087677",0,1,0,0,0
"V089749",0,0,0,1,0
"V080205",0,1,0,0,0
"V018530",0,1,0,0,0
"V045434",0,1,0,0,0
"V015144",1,0,0,0,0
"V011392",0,0,0,0,1
"V037510",0,1,0,0,0
"V108652",0,0,1,0,0
"V073371",0,1,0,0,0
"V080305",0,1,0,0,0
"V008790",0,0,0,1,0
"V035810",1,0,0,0,0
"V068052",0,1,0,0,0
"V130960",1,0,0,0,0
"V022827",0,1,0,0,0
"V070887",0,0,0,1,0
"V062161",0,0,0,0,1
"V094380",0,0,0,1,0
"V120521",0,1,0,0,0
"V129095",0,0,0,0,1
"V080362",0,0,0,1,0
"V088774",1,0,0,0,0
"V017760",1,0,0,0,0
"V101153",0,0,1,0,0
"V008417",0,0,0,1,0
"V038928",0,0,0,1,0
"V031342",0,1,0,0,0
"V116331",0,1,0,0,0
"V061437",0,0,0,1,0
"V022411",1,0,0,0,0
"V055790",0,0,0,0,1
"V041557",0,0,0,1,0
"V013523",0,0,0,0,1
"V105088",0,0,1,0,0
"V028222",0,0,1,0,0
"V138335",0,0,0,1,0
"V018566",0,0,0,1,0
"V117647",0,0,0,1,0
"V006903",0,0,1,0,0
"V048616",0,0,1,0,0
"V039151",0,1,0,0,0
"V130609",0,0,0,0,1
"V091053",0,0,0,0,1
"V129402",0,0,1,0,0
"V007091",1,0,0,0,0
"V006458",0,0,1,0,0
"V056649",0,0,1,0,0
"V034362",1,0,0,0,0
"V067106",0,0,1,0,0
"V094454",0,1,0,0,0
"V048961",0,0,1,0,0
"V122462",0,1,0,0,0
"V058664",0,0,0,1,0
"V053644",1,0,0,0,0
"V079904",0,0,0,1,0
"V067151",0,0,1,0,0
"V128954",0,0,1,0,0
"V051866",0,1,0,0,0
"V066166",0,0,1,0,0
"V107458",1,0,0,0,0
"V023000",0,0,0,1,0
"V126436",0,0,0,1,0
"V106839",0,0,1,0,0
"V049022",0,0,0,0,1
"V000166",1,0,0,0,0
"V106226",1,0,0,0,0
"V120668",0,0,1,0,0
"V126136",0,1,0,0,0
"V005082",1,0,0,0,0
"V125881",0,0,0,1,0
"V091917",0,1,0,0,0
"V031994",0,0,0,1,0
"V072500",0,1,0,0,0
"V069044",0,0,0,1,0
"V024135",1,0,0,0,0
"V036409",0,0,1,0,0
"V065520",1,0,0,0,0
"V013252",0,0,0,0,1
"V054612",0,0,0,0,1
"V115596",1,0,0,0,0
"V133587",0,0,1,0,0
"V128230",1,0,0,0,0
"V135557",0,0,1,0,0
"V088956",1,0,0,0,0
"V035763",0,0,0,0,1
"V044099",1,0,0,0,0
"V131009",1,0,0,0,0
"V139762",0,0,1,0,0
"V070415",0,0,1,0,0
"V045915",0,0,1,0,0
"V099951",0,0,1,0,0
"V014393",0,0,0,1,0
"V137103",1,0,0,0,0
"V072750",1,0,0,0,0
"V102928",1,0,0,0,0
"V046970",0,1,0,0,0
"V088626",0,1,0,0,0
"V038687",0,0,1,0,0
"V091526",0,1,0,0,0
"V059078",0,0,0,1,0
"V044235",0,0,1,0,0
"V132280",0,0,1,0,0
"V117841",1,0,0,0,0
"V093941",0,1,0,0,0
"V009940",0,0,0,0,1
"V120791",0,0,0,1,0
"V061530",0,0,0,0,1
"V064571",0,0,1,0,0
"V032511",1,0,0,0,0
"V008403",0,0,0,0,1
"V115938",0,1,0,0,0
"V028185",0,0,0,1,0
"V015306",0,0,1,0,0
"V080284",0,0,0,0,1
"V076089",1,0,0,0,0
"V129702",0,0,0,0,1
"V060239",0,0,1,0,0
"V048914",0,0,1,0,0
"V014802",0,0,1,0,0
"V133450",0,0,0,1,0
"V113636",0,0,0,1,0
"V000182",0,1,0,0,0
"V050863",0,0,0,1,0
"V018807",0,0,0,1,0
"V078495",0,1,0,0,0
"V099832",1,0,0,0,0
"V101109",0,1,0,0,0
"V040652",0,0,0,1,0
"V055214",1,0,0,0,0
"V015227",0,0,0,1,0
"V009921",0,0,0,0,1
"V098919",1,0,0,0,0
"V120445",0,1,0,0,0
"V070160",0,0,0,0,1
"V089035",0,0,0,1,0
"V102730",0,1,0,0,0
"V011106",0,0,0,1,0
"V046834",0,1,0,0,0
"V066075",0,1,0,0,0
"V002017",0,1,0,0,0
"V116094",0,0,1,0,0
"V111598",0,0,0,1,0
"V033498",0,0,0,1,0
"V002570",0,0,0,0,1
"V132997",0,0,0,1,0
"V056713",0,1,0,0,0
"V128573",0,0,0,0,1
"V066716",0,0,0,0,1
"V083591",1,0,0,0,0
"V061427",0,1,0,0,0
"V073708",0,0,0,0,1
"V079127",1,0,0,0,0
"V088072",0,0,0,0,1
"V040369",0,0,0,1,0
"V100835",0,0,0,0,1
"V110339",0,1,0,0,0
"V097728",1,0,0,0,0
"V118566",0,0,0,1,0
"V038216",0,0,0,0,1
"V050350",0,0,1,0,0
"V056773",1,0,0,0,0
"V047939",0,0,0,0,1
"V108602",0,1,0,0,0
"V116014",0,1,0,0,0
"V013109",0,1,0,0,0
"V111103",0,1,0,0,0
"V100903",1,0,0,0,0
"V042846",0,0,0,1,0
"V022012",0,0,1,0,0
"V025746",1,0,0,0,0
"V126070",0,0,1,0,0
"V050249",0,0,1,0,0
"V050983",0,1,0,0,0
"V057289",0,1,0,0,0
"V044512",0,0,1,0,0
"V047543",0,0,1,0,0
"V000220",0,0,0,0,1
"V080485",0,0,1,0,0
"V126784",1,0,0,0,0
"V130617",0,1,0,0,0
"V137201",0,0,1,0,0
"V093937",0,1,0,0,0
"V131796",1,0,0,0,0
"V108580",0,0,0,1,0
"V065159",0,1,0,0,0
"V000484",1,0,0,0,0
"V106457",0,0,0,1,0
"V052032",0,0,0,1,0
"V058900",0,0,0,0,1
"V052688",0,0,0,1,0
"V087279",0,0,0,1,0
"V127140",1,0,0,0,0
"V046444",0,0,0,0,1
"V067290",0,1,0,0,0
"V093774",1,0,0,0,0
"V050605",0,0,0,1,0
"V125114",0,0,0,1,0
"V007967",0,0,1,0,0
"V099336",1,0,0,0,0
"V047897",0,0,0,1,0
"V104128",0,0,0,0,1
"V008296",0,0,0,0,1
"V133645",0,0,0,0,1
"V111251",0,0,1,0,0
"V094844",0,0,0,0,1
"V066219",1,0,0,0,0
"V130044",0,0,0,0,1
"V029151",0,1,0,0,0
"V116189",1,0,0,0,0
"V025770",0,1,0,0,0
"V137930",0,1,0,0,0
"V056032",0,0,0,1,0
"V125631",1,0,0,0,0
"V091534",1,0,0,0,0
"V123357",0,0,0,0,1
"V060570",0,0,0,1,0
"V120950",0,0,1,0,0
"V017398",1,0,0,0,0
"V034869",0,0,1,0,0
"V025944",0,0,1,0,0
"V083141",0,0,0,0,1
"V080940",0,1,0,0,0
"V097937",0,1,0,0,0
"V022021",0,0,0,1,0
"V136937",0,0,0,0,1
"V063974",0,0,0,0,1
"V056762",0,1,0,0,0
"V133810",0,1,0,0,0
"V021703",0,0,0,1,0
"V036546",0,1,0,0,0
"V133044",0,0,1,0,0
"V129392",0,1,0,0,0
"V133918",0,0,0,1,0
"V104027",0,0,1,0,0
"V102752",0,0,1,0,0
"V049130",0,0,0,1,0
"V118239",0,0,0,1,0
"V072846",0,0,0,0,1
"V092798",0,1,0,0,0
"V034711",1,0,0,0,0
"V013911",1,0,0,0,0
"V007689",0,1,0,0,0
"V000898",1,0,0,0,0
"V110485",1,0,0,0,0
"V035976",0,0,1,0,0
"V016972",0,0,0,1,0
"V010330",0,0,1,0,0
"V060997",0,1,0,0,0
"V116385",0,0,0,1,0
"V102949",0,0,0,1,0
"V122358",0,0,1,0,0
"V039285",0,0,0,0,1
"V098429",0,0,0,1,0
"V093438",0,0,0,1,0
"V005387",1,0,0,0,0
"V024628",0,0,0,0,1
"V079492",0,0,1,0,0
"V025473",0,0,0,1,0
"V122052",0,0,0,0,1
"V002320",1,0,0,0,0
"V139418",0,0,0,1,0
"V050169",0,1,0,0,0
"V023122",0,0,0,1,0
"V132392",0,0,1,0,0
"V124520",0,0,1,0,0
"V126202",0,0,0,1,0
"V050570",0,0,1,0,0
"V101244",1,0,0,0,0
"V035158",0,0,1,0,0
"V041211",0,0,0,0,1
"V013629",0,1,0,0,0
"V077113",0,0,0,0,1
"V022930",0,1,0,0,0
"V036224",0,0,0,0,1
"V058862",0,0,0,1,0
"V120800",0,0,0,1,0
"V079000",1,0,0,0,0
"V078226",0,0,0,0,1
"V114872",1,0,0,0,0
"V075363",1,0,0,0,0
"V032660",0,0,1,0,0
"V121412",0,1,0,0,0
"V038132",0,0,0,1,0
"V022689",1,0,0,0,0
"V050744",1,0,0,0,0
"V136876",1,0,0,0,0
"V127739",0,0,0,1,0
"V007229",0,0,0,1,0
"V091336",1,0,0,0,0
"V011981",0,1,0,0,0
"V056956",0,1,0,0,0
"V033837",0,1,0,0,0
"V104280",0,0,0,0,1
"V104346",0,1,0,0,0
"V103542",0,1,0,0,0
"V000033",0,1,0,0,0
"V049734",0,0,0,1,0
"V127467",0,1,0,0,0
"V046272",0,0,0,1,0
"V064934",0,0,1,0,0
"V101099",1,0,0,0,0
"V080473",0,0,0,0,1
"V010303",0,1,0,0,0
"V040972",0,0,0,1,0
"V074897",0,1,0,0,0
"V033114",0,0,0,0,1
"V047195",1,0,0,0,0
"V009395",0,0,1,0,0
"V122352",0,0,0,1,0
"V018310",0,0,1,0,0
"V050777",0,0,0,0,1
"V092490",1,0,0,0,0
"V113093",0,0,1,0,0
"V040104",1,0,0,0,0
"V027241",0,0,0,1,0
"V139308",0,0,0,1,0
"V037957",1,0,0,0,0
"V059061",0,0,0,0,1
"V093686",0,0,0,1,0
"V106950",0,1,0,0,0
"V048477",0,0,0,0,1
"V128107",0,0,0,0,1
"V036034",0,0,0,1,0
"V039583",0,0,1,0,0
"V109393",0,0,1,0,0
"V050680",0,0,0,0,1
"V030470",0,0,1,0,0
"V128710",0,0,0,0,1
"V112214",0,0,0,0,1
"V083378",0,0,1,0,0
"V066364",0,0,1,0,0
"V020517",0,0,0,1,0
"V067502",0,0,1,0,0
"V120036",0,0,0,0,1
"V119996",0,0,1,0,0
"V070402",0,0,1,0,0
"V055042",1,0,0,0,0
"V069394",1,0,0,0,0
"V123171",1,0,0,0,0
"V125502",0,0,1,0,0
"V110222",0,1,0,0,0
"V128789",0,1,0,0,0
"V130906",0,0,0,1,0
"V101459",1,0,0,0,0
"V132095",0,0,0,1,0
"V054797",1,0,0,0,0
"V104521",0,0,0,1,0
"V042704",1,0,0,0,0
"V090733",0,0,1,0,0
"V046107",1,0,0,0,0
"V087750",0,0,0,1,0
"V068823",0,0,0,1,0
"V072068",0,0,0,0,1
"V025830",0,1,0,0,0
"V044045",1,0,0,0,0
"V039467",1,0,0,0,0
"V072082",1,0,0,0,0
"V069352",0,1,0,0,0
"V028350",0,0,1,0,0
"V088383",0,1,0,0,0
"V031704",0,1,0,0,0
"V047386",0,1,0,0,0
"V002514",1,0,0,0,0
"V013694",0,0,1,0,0
"V045971",0,1,0,0,0
"V131911",0,0,1,0,0
"V125721",1,0,0,0,0
"V085455",0,1,0,0,0
"V011884",1,0,0,0,0
"V031026",0,1,0,0,0
"V089891",0,1,0,0,0
"V083347",0,0,1,0,0
"V109616",0,0,0,1,0
"V097935",0,0,0,0,1
"V116239",0,0,0,1,0
"V007813",0,0,0,1,0
"V139166",1,0,0,0,0
"V105682",0,1,0,0,0
"V085686",0,0,1,0,0
"V048897",0,0,0,0,1
"V017408",1,0,0,0,0
"V079699",0,0,1,0,0
"V002333",1,0,0,0,0
"V087474",1,0,0,0,0
"V027856",0,0,0,0,1
"V102419",1,0,0,0,0
"V089664",1,0,0,0,0
"V029037",0,1,0,0,0
"V015298",0,1,0,0,0
"V076373",0,0,0,0,1
"V126414",0,0,1,0,0
"V129194",0,1,0,0,0
"V107595",1,0,0,0,0
"V023519",0,1,0,0,0
"V084437",0,0,0,0,1
"V070550",0,0,1,0,0
"V055174",0,1,0,0,0
"V109974",1,0,0,0,0
"V004632",0,1,0,0,0
"V115024",0,1,0,0,0
"V005033",0,0,0,1,0
"V001979",0,1,0,0,0
"V105956",0,0,0,0,1
"V065257",0,1,0,0,0
"V035590",0,0,1,0,0
"V037345",1,0,0,0,0
"V066915",0,0,1,0,0
"V092157",0,0,0,1,0
"V068554",0,1,0,0,0
"V061548",0,0,0,1,0
"V037333",0,0,0,0,1
"V001162",0,0,0,0,1
"V107102",0,0,1,0,0
"V046649",0,0,1,0,0
"V108506",0,0,1,0,0
"V123576",1,0,0,0,0
"V014500",0,0,0,1,0
"V068846",0,0,0,1,0
"V082545",0,1,0,0,0
"V039300",0,0,0,1,0
"V022543",0,0,0,1,0
"V030241",0,0,1,0,0
"V137070",0,0,1,0,0
"V064427",0,0,1,0,0
"V132746",0,0,0,1,0
"V135211",0,1,0,0,0
"V089111",0,1,0,0,0
"V056254",1,0,0,0,0
"V076573",1,0,0,0,0
"V099305",0,1,0,0,0
"V041137",0,1,0,0,0
"V134635",0,0,0,1,0
"V044910",0,0,0,1,0
"V004695",0,0,1,0,0
"V018094",0,0,0,1,0
"V140331",0,0,0,1,0
"V039207",0,1,0,0,0
"V035865",0,0,1,0,0
"V129213",0,0,1,0,0
"V071807",0,0,0,1,0
"V078047",0,0,1,0,0
"V084443",0,0,1,0,0
"V094379",1,0,0,0,0
"V016154",0,0,0,1,0
"V075992",0,0,1,0,0
"V109908",0,0,1,0,0
"V105041",0,0,1,0,0
"V037919",0,0,1,0,0
"V091116",0,0,0,0,1
"V123991",0,0,0,0,1
"V007949",0,0,1,0,0
"V047282",1,0,0,0,0
"V067468",1,0,0,0,0
"V006779",0,0,0,0,1
"V094356",0,0,0,0,1
"V138450",0,0,0,0,1
"V072543",0,0,1,0,0
"V038388",0,1,0,0,0
"V111340",0,0,1,0,0
"V080072",0,1,0,0,0
"V100796",0,1,0,0,0
"V083920",0,0,1,0,0
"V096761",0,0,0,0,1
"V060230",0,0,1,0,0
"V032006",0,0,0,0,1
"V127392",0,0,1,0,0
"V082353",0,0,1,0,0
"V052401",1,0,0,0,0
"V045950",0,0,0,1,0
"V131929",0,0,0,0,1
"V124284",0,1,0,0,0
"V029104",0,0,0,0,1
"V064819",0,0,0,0,1
"V002198",0,1,0,0,0
"V056247",1,0,0,0,0
"V092440",0,0,1,0,0
"V084277",0,0,0,1,0
"V125532",0,0,0,0,1
"V103900",0,0,1,0,0
"V097721",0,0,0,1,0
"V096409",0,0,1,0,0
"V089120",1,0,0,0,0
"V010678",0,0,0,0,1
"V001104",0,0,0,1,0
"V076082",1,0,0,0,0
"V068451",0,0,1,0,0
"V132132",0,0,0,0,1
"V111186",0,0,0,0,1
"V017393",0,0,1,0,0
"V008791",1,0,0,0,0
"V066519",0,0,0,0,1
"V055841",1,0,0,0,0
"V057207",0,0,0,1,0
"V027162",0,0,0,1,0
"V054584",0,0,0,0,1
"V066074",0,0,0,0,1
"V085278",0,0,0,0,1
"V139816",0,1,0,0,0
"V037078",0,0,0,1,0
"V122959",1,0,0,0,0
"V034944",0,0,0,0,1
"V072700",0,0,1,0,0
"V036767",1,0,0,0,0
"V127134",0,1,0,0,0
"V071790",1,0,0,0,0
"V080590",0,0,1,0,0
"V117968",1,0,0,0,0
"V122714",0,0,1,0,0
"V076245",0,1,0,0,0
"V029178",0,1,0,0,0
"V014733",0,0,1,0,0
"V103315",0,1,0,0,0
"V014397",0,1,0,0,0
"V087911",1,0,0,0,0
"V006717",0,0,1,0,0
"V034228",0,1,0,0,0
"V089801",0,0,0,1,0
"V105736",1,0,0,0,0
"V054333",1,0,0,0,0
"V108087",1,0,0,0,0
"V033397",0,1,0,0,0
"V051592",0,0,0,0,1
"V032921",1,0,0,0,0
"V039982",0,0,1,0,0
"V012007",0,1,0,0,0
"V130328",1,0,0,0,0
"V069108",0,0,0,1,0
"V136246",0,0,0,1,0
"V122998",0,1,0,0,0
"V001559",1,0,0,0,0
"V124610",0,0,0,1,0
"V017133",0,1,0,0,0
"V108288",0,1,0,0,0
"V119752",0,0,1,0,0
"V078539",0,0,1,0,0
"V092950",0,0,0,0,1
"V076251",0,0,0,1,0
"V096309",0,1,0,0,0
"V065055",0,0,1,0,0
"V058052",0,0,1,0,0
"V067011",1,0,0,0,0
"V034699",0,1,0,0,0
"V055758",1,0,0,0,0
"V053050",0,0,1,0,0
"V068141",1,0,0,0,0
"V004604",0,0,0,1,0
"V046190",0,1,0,0,0
"V113827",1,0,0,0,0
"V123174",0,1,0,0,0
"V040682",0,0,0,1,0
"V076117",1,0,0,0,0
"V030833",0,0,1,0,0
"V098265",0,1,0,0,0
"V082264",0,0,1,0,0
"V139618",0,0,0,1,0
"V071289",1,0,0,0,0
"V007011",0,0,1,0,0
"V049877",0,0,0,1,0
"V063724",0,0,0,0,1
"V075493",1,0,0,0,0
"V039424",0,0,0,0,1
"V136386",0,1,0,0,0
"V039321",0,0,0,1,0
"V131162",0,0,0,0,1
"V102283",1,0,0,0,0
"V088879",0,0,1,0,0
"V041696",0,0,1,0,0
"V053805",0,0,0,1,0
"V063613",0,0,1,0,0
"V017616",0,0,1,0,0
"V105649",0,0,0,0,1
"V059910",0,0,0,0,1
"V028941",0,0,0,1,0
"V069928",1,0,0,0,0
"V094641",1,0,0,0,0
"V006742",0,0,0,0,1
"V066628",1,0,0,0,0
"V114394",0,1,0,0,0
"V054784",0,1,0,0,0
"V021632",0,0,0,0,1
"V104824",0,0,0,1,0
"V123549",0,0,0,0,1
"V105991",1,0,0,0,0
"V124177",0,1,0,0,0
"V012814",0,0,0,0,1
"V132407",0,0,0,1,0
"V069888",0,0,1,0,0
"V013040",0,0,1,0,0
"V052646",0,1,0,0,0
"V091849",0,0,1,0,0
"V114754",0,0,0,1,0
"V129227",0,0,0,0,1
"V001949",0,0,0,1,0
"V072455",0,0,0,0,1
"V032857",0,0,0,1,0
"V086354",1,0,0,0,0
"V014091",0,0,1,0,0
"V005134",0,0,0,0,1
"V099851",0,0,0,0,1
"V118317",0,0,0,0,1
"V136637",0,0,1,0,0
"V048921",0,1,0,0,0
"V015451",0,0,0,1,0
"V012642",1,0,0,0,0
"V085548",0,0,1,0,0
"V019198",0,0,0,0,1
"V127322",0,0,0,0,1
"V100503",0,0,0,1,0
"V137454",0,0,1,0,0
"V129161",0,0,0,1,0
"V022322",0,0,0,1,0
"V084445",0,0,0,1,0
"V006848",0,0,0,1,0
"V116064",0,0,0,1,0
"V082557",0,0,1,0,0
"V092997",1,0,0,0,0
"V032188",0,0,0,1,0
"V072032",0,0,1,0,0
"V129177",0,0,1,0,0
"V118133",0,1,0,0,0
"V079283",0,0,0,0,1
"V021508",0,0,0,1,0
"V072901",0,0,1,0,0
"V059311",0,0,0,0,1
"V102937",0,0,0,0,1
"V087206",0,0,0,0,1
"V093769",0,0,0,0,1
"V039778",0,0,1,0,0
"V115362",0,0,0,0,1
"V132788",0,1,0,0,0
"V079392",0,1,0,0,0
"V104941",0,0,1,0,0
"V076505",1,0,0,0,0
"V021367",0,1,0,0,0
"V019745",1,0,0,0,0
"V005983",1,0,0,0,0
"V059177",0,0,1,0,0
"V021999",1,0,0,0,0
"V011422",0,0,0,0,1
"V008810",0,1,0,0,0
"V037367",0,0,1,0,0
"V137273",0,0,1,0,0
"V103041",0,0,1,0,0
"V038929",0,0,0,0,1
"V097166",1,0,0,0,0
"V053598",0,0,1,0,0
"V075703",0,0,0,0,1
"V074058",1,0,0,0,0
"V123767",0,0,0,0,1
"V003194",1,0,0,0,0
"V094831",0,0,1,0,0
"V073836",0,0,0,1,0
"V073450",0,0,0,1,0
"V114552",0,0,1,0,0
"V036614",0,1,0,0,0
"V105444",1,0,0,0,0
"V096763",1,0,0,0,0
"V068763",0,0,0,0,1
"V134661",1,0,0,0,0
"V044449",1,0,0,0,0
"V132838",0,0,0,1,0
"V067650",0,0,0,0,1
"V126957",0,1,0,0,0
"V097220",1,0,0,0,0
"V106695",0,0,1,0,0
"V130781",0,0,1,0,0
"V123124",0,0,0,1,0
"V020976",0,0,1,0,0
"V090675",1,0,0,0,0
"V022686",0,0,0,1,0
"V106030",0,0,1,0,0
"V029790",0,1,0,0,0
"V005926",0,0,0,1,0
"V134571",0,0,1,0,0
"V132352",0,0,1,0,0
"V060078",0,0,1,0,0
"V105860",0,0,0,0,1
"V081303",0,0,0,0,1
"V091761",0,1,0,0,0
"V052536",0,0,1,0,0
"V055046",0,0,0,1,0
"V095415",0,1,0,0,0
"V072521",0,0,0,1,0
"V092132",0,0,1,0,0
"V104671",0,0,0,0,1
"V090175",0,0,0,1,0
"V004497",0,0,1,0,0
"V124437",0,0,0,1,0
"V054478",0,0,0,1,0
"V001030",1,0,0,0,0
"V095870",0,0,1,0,0
"V058739",0,0,1,0,0
"V002956",0,0,1,0,0
"V098414",0,0,0,1,0
"V112556",0,1,0,0,0
"V081057",0,0,1,0,0
"V106219",0,0,0,1,0
"V082850",0,0,1,0,0
"V031841",0,0,0,0,1
"V014682",0,0,1,0,0
"V066537",0,0,0,0,1
"V001967",0,0,0,1,0
"V075284",0,0,0,0,1
"V107795",0,0,0,1,0
"V064830",0,1,0,0,0
"V044000",0,0,1,0,0
"V030783",0,1,0,0,0
"V008533",0,0,1,0,0
"V028167",0,1,0,0,0
"V113620",0,0,0,1,0
"V065144",0,0,0,0,1
"V008442",0,0,0,0,1
"V008306",0,1,0,0,0
"V086348",0,1,0,0,0
"V010352",0,0,1,0,0
"V058244",0,0,1,0,0
"V087086",0,1,0,0,0
"V061921",0,0,0,0,1
"V015599",1,0,0,0,0
"V082361",0,0,1,0,0
"V126373",0,0,1,0,0
"V028320",0,0,1,0,0
"V011074",0,0,0,1,0
"V102190",1,0,0,0,0
"V066683",0,0,0,1,0
"V077868",0,0,1,0,0
"V032417",0,0,0,0,1
"V070343",0,1,0,0,0
"V001458",0,0,0,0,1
"V095020",0,1,0,0,0
"V137167",0,0,0,0,1
"V016302",1,0,0,0,0
"V051502",0,0,0,0,1
"V120347",0,0,0,0,1
"V017680",0,0,0,0,1
"V089789",0,0,0,1,0
"V096000",0,0,0,1,0
"V044500",1,0,0,0,0
"V138366",0,0,1,0,0
"V068091",0,0,0,0,1
"V051927",0,0,0,0,1
"V002950",1,0,0,0,0
"V097865",0,0,0,0,1
"V051579",0,0,0,0,1
"V133470",0,0,0,1,0
"V085470",0,0,1,0,0
"V013009",0,0,0,0,1
"V006687",0,0,0,1,0
"V050525",0,0,1,0,0
"V073328",0,0,0,1,0
"V016751",0,0,0,1,0
"V118137",0,0,0,1,0
"V015531",0,0,0,1,0
"V018821",1,0,0,0,0
"V075322",0,0,0,0,1
"V005365",0,0,1,0,0
"V060176",0,0,0,0,1
"V026497",0,0,1,0,0
"V101842",1,0,0,0,0
"V097998",0,1,0,0,0
"V077159",0,1,0,0,0
"V057022",1,0,0,0,0
"V030331",0,0,1,0,0
"V133488",0,0,0,1,0
"V118199",0,0,0,1,0
"V067187",1,0,0,0,0
"V062251",0,0,1,0,0
"V004399",0,0,0,1,0
"V006543",0,0,0,1,0
"V081986",0,0,0,1,0
"V053507",0,0,1,0,0
"V066813",0,0,1,0,0
"V037552",0,0,0,0,1
"V088676",0,1,0,0,0
"V063060",0,0,0,1,0
"V091123",0,0,1,0,0
"V043960",0,0,0,0,1
"V092921",0,0,1,0,0
"V093478",0,1,0,0,0
"V017148",0,0,0,0,1
"V033392",0,0,0,1,0
"V134452",0,0,0,0,1
"V138637",0,0,0,0,1
"V138287",1,0,0,0,0
"V014554",1,0,0,0,0
"V122735",0,0,1,0,0
"V139125",0,1,0,0,0
"V058815",1,0,0,0,0
"V023112",1,0,0,0,0
"V040484",0,0,0,1,0
"V026775",0,0,1,0,0
"V074010",0,0,1,0,0
"V022562",0,0,0,1,0
"V130998",0,0,0,1,0
"V004521",0,0,0,1,0
"V074196",0,1,0,0,0
"V092860",1,0,0,0,0
"V022539",0,0,1,0,0
"V072755",0,0,1,0,0
"V122707",0,0,0,1,0
"V125369",1,0,0,0,0
"V106151",0,1,0,0,0
"V022252",1,0,0,0,0
"V094070",0,0,0,1,0
"V039981",0,0,0,1,0
"V118538",0,0,0,1,0
"V131601",0,0,1,0,0
"V058241",0,1,0,0,0
"V118305",0,0,1,0,0
"V053095",0,0,1,0,0
"V073498",0,0,0,0,1
"V002291",0,1,0,0,0
"V023450",1,0,0,0,0
"V076259",1,0,0,0,0
"V118682",1,0,0,0,0
"V100191",0,1,0,0,0
"V105201",0,1,0,0,0
"V025583",1,0,0,0,0
"V015111",0,0,0,0,1
"V006468",1,0,0,0,0
"V025779",1,0,0,0,0
"V109118",1,0,0,0,0
"V036078",0,0,1,0,0
"V096336",1,0,0,0,0
"V069223",0,0,0,0,1
"V053176",0,0,0,0,1
"V090677",0,1,0,0,0
"V034439",1,0,0,0,0
"V073399",1,0,0,0,0
"V005400",0,0,0,0,1
"V014592",1,0,0,0,0
"V029357",0,0,0,0,1
"V111230",0,0,0,0,1
"V038763",0,0,1,0,0
"V081683",0,0,0,0,1
"V088112",1,0,0,0,0
"V031459",0,0,0,1,0
"V032304",0,0,0,0,1
"V109182",0,0,0,0,1
"V130904",0,1,0,0,0
"V015927",0,0,1,0,0
"V022383",0,0,0,0,1
"V011610",0,0,0,0,1
"V055682",0,1,0,0,0
"V137068",0,0,1,0,0
"V127876",0,0,0,1,0
"V027835",1,0,0,0,0
"V071998",1,0,0,0,0
"V098486",0,1,0,0,0
"V066316",0,0,1,0,0
"V103665",0,0,0,0,1
"V117675",0,1,0,0,0
"V033130",0,1,0,0,0
"V014674",0,0,0,1,0
"V109583",0,0,0,1,0
"V080234",0,0,1,0,0
"V032295",0,1,0,0,0
"V015538",0,0,1,0,0
"V070302",1,0,0,0,0
"V072229",1,0,0,0,0
"V121912",0,0,0,0,1
"V132726",0,1,0,0,0
"V021374",0,1,0,0,0
"V111120",0,0,0,1,0
"V080100",0,0,1,0,0
"V082658",0,0,0,1,0
"V118676",0,0,0,0,1
"V067266",0,1,0,0,0
"V022254",0,0,0,0,1
"V035991",0,1,0,0,0
"V044959",0,0,0,0,1
"V057328",1,0,0,0,0
"V087672",0,0,1,0,0
"V124716",0,0,0,0,1
"V096928",0,0,1,0,0
"V003002",0,0,0,0,1
"V080762",0,1,0,0,0
"V088937",0,0,1,0,0
"V054464",0,0,1,0,0
"V103580",0,1,0,0,0
"V070501",1,0,0,0,0
"V099116",0,0,0,0,1
"V131495",0,0,0,1,0
"V138368",0,0,0,1,0
"V112977",0,0,0,0,1
"V067270",0,0,0,0,1
"V042195",1,0,0,0,0
"V085665",0,0,0,1,0
"V073903",0,1,0,0,0
"V035272",0,0,1,0,0
"V125132",1,0,0,0,0
"V062038",0,0,0,0,1
"V086261",0,0,0,1,0
"V053354",0,0,1,0,0
"V047765",0,1,0,0,0
"V093743",0,1,0,0,0
"V087549",0,0,1,0,0
"V028691",0,0,0,1,0
"V090399",0,0,1,0,0
"V139159",0,1,0,0,0
"V074829",1,0,0,0,0
"V075870",0,0,1,0,0
"V129955",1,0,0,0,0
"V051483",0,1,0,0,0
"V012051",1,0,0,0,0
"V014835",0,1,0,0,0
"V138458",0,0,1,0,0
"V035176",0,0,0,0,1
"V106677",0,0,0,1,0
"V001087",0,0,0,0,1
"V129145",1,0,0,0,0
"V041880",0,0,0,1,0
"V030514",1,0,0,0,0
"V088151",0,1,0,0,0
"V083738",1,0,0,0,0
"V034349",1,0,0,0,0
"V035030",1,0,0,0,0
"V111543",0,0,0,0,1
